Name,StudentID,Age,Gender,AttendanceRate,AcademicPerformance,CounselingSessions,BehaviorIncidents,LastHelpDate,HotlineCalls,AI_RecommendedAction,teacher_note,label
Student_360,360,16,F,88.3,68.0,3,سلوك طبيعي,2024-06-07,0,,الدارس يشارك في الأنشطة ويميل للتعلم الذاتي بوضوح,low
Student_361,361,13,F,100.0,85.2,0,سلوك طبيعي,2024-09-22,1,,الدارسة تبدي التزامًا عاليًا وتتفوق أكاديميًا بوضوح,low
Student_362,362,13,F,94.8,68.1,1,سلوك طبيعي,2024-04-24,1,,الطالبة ملتزمة بالحضور وتبدي أداءً ممتازًا جداً,low
Student_363,363,17,F,91.7,87.5,1,مشاكل تركيز,2024-08-09,0,,الطفل يحرص على المشاركة ويظهر روح المبادرة بوضوح,low
Student_364,364,14,F,100.0,76.0,1,سلوك طبيعي,2024-07-05,0,,الطالب منظم ويظهر تقدمًا ملحوظًا في دراسته بوضوح,low
Student_365,365,14,M,81.0,69.8,2,سلوك طبيعي,2024-05-20,0,,التلميذ يشارك في الأنشطة ويميل للتعلم الذاتي,low
Student_366,366,12,M,92.3,75.8,1,سلوك طبيعي,2024-07-29,0,,يسعدني أن الطالبة متميزة في التحليل والتفكير النقدي جداً,low
Student_367,367,16,F,93.8,71.5,0,سلوك طبيعي,2024-04-02,0,,الطالبة لديها طاقة إيجابية وتحب المشاركة تماماً,low
Student_368,368,15,M,82.8,76.4,0,سلوك طبيعي,2024-09-15,0,,الطفلة لديها طاقة إيجابية وتحب المشاركة تماماً,low
Student_369,369,13,F,83.7,84.1,0,سلوك طبيعي,2024-01-01,0,,الطفل يظهر شغف رائعة ويتحسن باستمرار جداً,low
Student_370,370,12,M,82.6,74.0,1,مشاكل تركيز,2024-12-03,0,,من الجيد أن الطالبة ملتزمة بالحضور وتبدي أداءً ممتازًا,low
Student_371,371,12,M,88.9,70.6,0,سلوك طبيعي,2024-07-15,0,,لحسن الحظ الطالبة قادرة على الفهم بسرعة وتشارك زملاءها الأفكار جداً,low
Student_372,372,17,M,93.5,61.5,0,سلوك طبيعي,2024-09-19,0,,الدارسة ملتزمة بالحضور وتبدي أداءً ممتازًا,low
Student_373,373,13,M,89.2,82.0,1,مشاكل تركيز,2024-09-27,0,,الدارس يساهم في الأنشطة ويميل للتعلم الذاتي,low
Student_374,374,17,F,95.1,79.2,0,مشاكل تركيز,2024-09-01,0,,الطفلة تبدي فهمًا عميقًا للمفاهيم الجديدة,low
Student_375,375,15,F,68.3,60.8,0,سلوك طبيعي,2024-05-12,0,,الدارسة لديها ثقة بنفسها وتبدي فهمًا جيدًا,low
Student_376,376,12,F,85.8,85.0,1,مشاكل تركيز,2024-01-26,0,,الطالب يتفاعل مع الدرس ويظهر تقدمًا واضحًا تماماً,low
Student_377,377,12,F,77.8,60.6,0,سلوك طبيعي,2024-08-30,0,,يسعدني أن الطالبة ملتزمة بالحضور وتبدي أداءً ممتازًا,low
Student_378,378,16,M,91.0,87.4,0,مشاكل تركيز,2024-04-30,0,,الطالب يساهم بحماس ويظهر شغفًا بالعلم,low
Student_379,379,15,M,90.9,83.3,1,مشاكل تركيز,2024-04-24,0,,التلميذة ملتزمة بالحضور وتبدي أداءً ممتازًا,low
Student_380,380,12,F,86.8,80.0,1,مشاكل تركيز,2024-11-05,0,,الطفل يحرص على المشاركة ويظهر روح المبادرة,low
Student_381,381,15,F,93.1,70.5,1,سلوك طبيعي,2024-09-19,0,,الطالب يحرص على المشاركة ويظهر روح المبادرة جداً,low
Student_382,382,13,M,98.0,81.9,1,مشاكل تركيز,2024-04-19,0,,الطفل ينشط بحماس ويظهر شغفًا بالعلم,low
Student_383,383,14,M,87.4,87.9,0,مشاكل تركيز,2024-04-22,0,,التلميذ يتفاعل مع الدرس ويظهر تقدمًا واضحًا تماماً,low
Student_384,384,12,M,77.5,82.1,1,مشاكل تركيز,2024-05-29,0,,الطالب يشارك في الأنشطة ويميل للتعلم الذاتي تماماً,low
Student_385,385,16,F,72.2,67.0,3,مشاكل تركيز,2024-05-26,0,,التلميذة لديها ثقة بنفسها وتبدي فهمًا جيدًا,low
Student_386,386,13,F,88.4,78.2,1,سلوك طبيعي,2024-04-17,0,,الدارس يشارك في الأنشطة ويميل للتعلم الذاتي,low
Student_387,387,15,M,90.4,88.6,2,سلوك طبيعي,2024-02-16,0,,الطالب يحرص على المشاركة ويظهر روح المبادرة بوضوح,low
Student_388,388,17,F,78.3,100.0,1,مشاكل تركيز,2024-06-02,0,,التلميذ لديه مهارات تواصل ممتازة بوضوح ويشارك بأفكاره,low
Student_389,389,13,F,95.3,72.5,0,سلوك طبيعي,2024-12-09,0,,الطفلة متميزة في التحليل والتفكير النقدي بوضوح,low
Student_390,390,12,M,83.4,85.3,1,مشاكل تركيز,2024-09-04,0,,يسعدني أن الطالبة تتعاون مع زملائها وتحب العمل الجماعي,low
Student_391,391,15,F,71.4,88.6,1,سلوك طبيعي,2024-11-25,0,,الطفل يشارك بحماس ويظهر شغفًا بالعلم,low
Student_392,392,14,F,100.0,65.3,1,مشاكل تركيز,2024-08-12,0,,الطالبة تتعاون مع زملائها وتحب العمل الجماعي بوضوح,low
Student_393,393,13,M,99.4,96.4,1,مشاكل تركيز,2024-04-19,0,,التلميذة ملتزمة بالحضور وتبدي أداءً ممتازًا في الآونة الأخيرة,low
Student_394,394,12,M,67.8,62.2,0,سلوك طبيعي,2024-07-18,0,,الطالبة لديها طاقة إيجابية وتحب المشاركة تماماً,low
Student_395,395,16,M,82.4,84.7,0,مشاكل تركيز,2024-01-01,0,,الطالبة رائعة و متفاعلة مع جميع الأنشطة,low
Student_396,396,17,M,82.0,78.7,0,انسحاب اجتماعي,2024-04-14,0,,لحسن الحظ الطالب يشارك بحماس ويظهر شغفًا بالعلم,low
Student_397,397,15,M,100.0,75.7,0,سلوك طبيعي,2024-06-05,0,,التلميذة ملتزمة بالحضور وتبدي أداءً ممتازًا في الآونة الأخيرة,low
Student_398,398,13,F,87.0,100.0,1,سلوك طبيعي,2024-07-30,0,,يسعدني أن الطفل يتفاعل مع الدرس ويظهر تقدمًا واضحًا,low
Student_399,399,13,M,73.0,71.4,0,سلوك طبيعي,2024-08-26,0,,التلميذ منظم ويظهر تقدمًا ملحوظًا في دراسته خلال الفترة الماضية,low
Student_400,400,14,M,96.8,71.2,1,مشاكل تركيز,2024-06-18,0,,من الجيد أن الدارسة تتعاون مع زملائها وتحب العمل الجماعي,low
Student_401,401,14,F,75.7,91.0,1,مشاكل تركيز,2024-06-10,0,,الطالب يشارك في الحصة لكنه أحيانًا يتشتت بسرعة,moderate
Student_402,402,16,F,85.4,84.1,3,سلوك طبيعي,2024-03-19,0,,الطالبة تحتاج مساعدة إضافية في فهم الدروس,moderate
Student_403,403,17,M,80.3,90.4,0,سلوك طبيعي,2024-06-21,0,,الطالب يتأخر في تسليم المشاريع ويبدو عليه القلق,moderate
Student_404,404,16,M,82.4,76.4,1,سلوك طبيعي,2024-11-24,0,,الطالبة تتردد في الإجابة وتحتاج إلى تشجيع مستمر,moderate
Student_405,405,12,M,97.4,78.8,1,مشاكل تركيز,2024-10-17,0,,الطالب يبذل جهدًا لكنه يجد صعوبة في حل المسائل المعقدة,moderate
Student_406,406,12,F,100.0,97.8,1,مشاكل تركيز,2024-03-02,0,,الطالبة تحتاج وقتًا أطول لاستيعاب بعض المفاهيم,moderate
Student_407,407,16,M,75.3,65.0,1,سلوك طبيعي,2024-01-31,0,,الطالب أحيانًا يتشتت لكنه يحرص على التعلم,moderate
Student_408,408,17,F,94.3,73.8,2,مشاكل تركيز,2024-07-07,0,,الطالبة تفتقد للحافز وتحتاج متابعة من الأهل,moderate
Student_409,409,16,F,80.7,84.6,2,مشاكل تركيز,2024-08-19,0,,الطالب يبذل جهدًا لكنه يتوتر بسرعة أثناء الاختبارات,moderate
Student_410,410,17,M,81.0,72.6,0,سلوك طبيعي,2024-05-02,0,,الطالبة تحتاج إلى دعم إضافي في مادة الرياضيات,moderate
Student_411,411,17,F,92.9,68.2,0,مشاكل تركيز,2024-10-25,0,,الطالب لديه دافعية جيدة لكن يحتاج تنظيمًا أكبر لوقته,moderate
Student_412,412,15,F,77.7,82.4,0,سلوك طبيعي,2024-10-01,0,,الطالبة تحاول بجد لكنها تجد صعوبة في القراءة الجهرية,moderate
Student_413,413,17,M,92.7,91.0,0,مشاكل تركيز,2024-09-02,0,,الطالب يواجه تحديات في التعبير الكتابي,moderate
Student_414,414,14,F,95.3,73.3,1,سلوك طبيعي,2024-03-22,0,,الطالبة تحتاج دعمًا في تطوير مهارات التفكير النقدي,moderate
Student_415,415,17,M,83.7,73.0,1,انسحاب اجتماعي,2024-03-13,0,,الطالب يبذل جهدًا لكنه يتشتت عند مواجهة مسائل جديدة,moderate
Student_416,416,17,F,100.0,67.2,1,سلوك طبيعي,2024-01-09,0,,الطالبة تحتاج دعمًا إضافيًا لتقوية ثقتها بنفسها,moderate
Student_417,417,17,F,75.3,71.4,1,سلوك طبيعي,2024-03-30,0,,الطالب يحتاج متابعة متوسطة في مادة العلوم,moderate
Student_418,418,12,F,100.0,88.0,0,مشاكل تركيز,2024-06-22,0,,الطالب يفتقر إلى متابعة متوسطة في مادة العلوم,moderate
Student_419,419,14,F,68.6,76.0,0,مشاكل تركيز,2024-11-06,0,,الطالب يبذل جهدًا لكنه يتشتت انتباهه عند مواجهة مسائل جديدة,moderate
Student_420,420,14,F,100.0,65.3,0,مشاكل تركيز,2024-01-27,0,,الدارسة تفتقد للحافز وتحتاج متابعة من الأهل,moderate
Student_421,421,16,F,83.9,78.1,0,سلوك طبيعي,2024-05-31,0,,الطالب يحتاج متابعة متوسطة في مادة المواد العلمية,moderate
Student_422,422,15,F,76.4,87.6,0,مشاكل تركيز,2024-08-17,0,,الطالب لديه دافعية رائعة لكن يحتاج تنظيمًا أكبر لوقته,moderate
Student_423,423,17,F,85.7,68.3,0,مشاكل تركيز,2024-03-11,0,,الطالب لديه شغف جيدة لكن يحتاج تنظيمًا أكبر لوقته,moderate
Student_424,424,13,M,77.5,59.1,1,سلوك طبيعي,2024-09-11,0,,الدارس يبذل جهدًا لكنه يتشتت عند مواجهة مسائل جديدة نوعاً ما,moderate
Student_425,425,15,M,91.9,100.0,0,مشاكل تركيز,2024-06-29,0,,الطالبة تحاول بجد لكنها تجد صعوبة قليلاً في القراءة الجهرية,moderate
Student_426,426,15,M,100.0,58.5,0,سلوك طبيعي,2024-03-30,0,,الطالب يحتاج متابعة متوسطة في مادة المواد العلمية,moderate
Student_427,427,14,M,78.1,70.7,2,سلوك طبيعي,2024-08-27,0,,الدارس يحتاج متابعة متوسطة في مادة المواد العلمية,moderate
Student_428,428,15,M,93.8,77.8,1,سلوك طبيعي,2024-01-03,0,,التلميذ يتأخر في تسليم المشاريع ويبدو عليه القلق,moderate
Student_429,429,17,F,72.7,71.7,1,سلوك طبيعي,2024-10-01,0,,الطالب يبذل جهدًا لكنه يجد مشكلة في حل المسائل المعقدة نوعاً ما,moderate
Student_430,430,17,M,98.3,74.1,0,مشاكل تركيز,2024-10-08,0,,الطالبة تحاول بجد لكنها تجد صعوبة في المطالعة الجهرية,moderate
Student_431,431,12,F,92.2,81.9,2,مشاكل تركيز,2024-02-08,0,,الطالب يواجه تحديات في التعبير الكتابي قليلاً,moderate
Student_432,432,17,M,98.8,46.3,1,مشاكل تركيز,2024-06-04,0,,الطالبة تحتاج وقتًا أطول لاستيعاب بعض المفاهيم قليلاً,moderate
Student_433,433,17,F,86.8,59.8,0,سلوك طبيعي,2024-03-05,0,,التلميذ أحياناً يتشتت لكنه يحرص على التعلم قليلاً,moderate
Student_434,434,14,F,83.6,75.5,0,مشاكل تركيز,2024-12-15,0,,الطفلة تحتاج إلى دعم إضافي في مادة الحساب,moderate
Student_435,435,17,M,96.2,70.1,0,مشاكل تركيز,2024-07-08,0,,الدارس يحتاج متابعة متوسطة في مادة العلوم قليلاً,moderate
Student_436,436,12,F,74.9,76.6,0,مشاكل تركيز,2024-01-19,0,,الطالبة تحتاج إلى دعم إضافي في مادة الرياضيات نوعاً ما,moderate
Student_437,437,13,M,70.6,77.7,0,مشاكل تركيز,2024-03-31,0,,الطالبة تفتقر إلى وقتًا أطول لاستيعاب بعض المفاهيم إلى حد ما,moderate
Student_438,438,14,F,88.0,49.6,0,انسحاب اجتماعي,2024-11-05,0,,الطفل يحتاج رعاية متوسطة في مادة العلوم,moderate
Student_439,439,13,M,84.1,90.3,0,مشاكل تركيز,2024-06-15,0,,الطالبة تحتاج مساندة إضافية في فهم الدروس,moderate
Student_440,440,14,F,93.5,69.0,1,مشاكل تركيز,2024-10-19,0,,الطالب أحيانًا يتشتت لكنه يحرص على التعلم إلى حد ما,moderate
Student_441,441,16,M,98.9,64.6,1,سلوك طبيعي,2024-08-31,0,,الطالبة تخاف في الإجابة وتحتاج إلى تشجيع مستمر إلى حد ما في الآونة الأخيرة,moderate
Student_442,442,15,F,93.3,77.5,2,مشاكل تركيز,2024-12-26,0,,التلميذة تستدعي دعمًا في تطوير مهارات التفكير النقدي,moderate
Student_443,443,16,F,98.1,76.3,0,مشاكل تركيز,2024-08-05,0,,الطالب يحتاج متابعة متوسطة في مادة العلوم إلى حد ما,moderate
Student_444,444,17,M,91.2,89.4,1,سلوك طبيعي,2024-12-12,0,,الطالبة تحتاج إلى دعم إضافي في مادة الرياضيات إلى حد ما,moderate
Student_445,445,13,M,92.9,78.3,0,مشاكل تركيز,2024-11-21,0,,الطالب يبذل جهدًا لكنه يجد صعوبة قليلاً في حل المسائل المعقدة,moderate
Student_446,446,17,M,86.8,88.9,1,سلوك طبيعي,2024-08-11,0,,الطالبة تفتقد للحافز وتحتاج ملاحظة من الأهل,moderate
Student_447,447,15,M,92.7,63.7,0,مشاكل تركيز,2024-09-19,0,,الطفل يتأخر في تسليم المشاريع ويبدو عليه القلق,moderate
Student_448,448,14,F,89.7,76.7,2,سلوك طبيعي,2024-07-03,0,,الطفلة تحتاج وقتًا أطول لاستيعاب بعض المفاهيم,moderate
Student_449,449,15,M,91.3,61.6,1,سلوك طبيعي,2024-10-30,0,,الطفل لديه دافعية جيدة لكن يستدعي تنظيمًا أكبر لوقته مؤخراً,moderate
Student_450,450,12,M,86.3,76.2,2,تأخر مستمر عن الصف,2024-07-18,0,,الطالبة تحاول بجد لكنها تجد صعوبة إلى حد ما في القراءة الجهرية,moderate
Student_451,451,15,M,96.1,73.6,2,مشاكل تركيز,2024-11-23,1,,الطالبة تتردد في الإجابة وتحتاج إلى تشجيع مستمر نوعاً ما خلال الفترة الماضية,moderate
Student_452,452,12,F,80.9,73.1,2,مشاكل تركيز,2024-09-28,0,,الطالب أحيانًا يتشتت لكنه يحرص على التعلم نوعاً ما,moderate
Student_453,453,15,M,87.8,73.2,2,سلوك طبيعي,2024-06-22,0,,التلميذ أحيانًا يتشتت انتباهه لكنه يحرص على التعلم,moderate
Student_454,454,12,M,100.0,83.8,1,مشاكل تركيز,2024-04-04,0,,الطالبة تحتاج إلى دعم إضافي في مادة الرياضيات نوعاً ما,moderate
Student_455,455,13,M,78.5,55.7,2,مشاكل تركيز,2024-03-31,0,,الطفل يبذل جهدًا لكنه يتشتت عند مواجهة مسائل جديدة إلى حد ما,moderate
Student_456,456,17,M,66.4,64.2,2,مشاكل تركيز,2024-08-20,0,,الطالبة تفتقد للحافز وتحتاج متابعة من الأهل قليلاً,moderate
Student_457,457,17,F,91.7,74.5,1,مشاكل تركيز,2024-10-06,0,,الطالبة تفتقر إلى مساعدة إضافية في فهم الدروس إلى حد ما,moderate
Student_458,458,16,M,85.4,60.9,0,مشاكل تركيز,2024-07-09,0,,الدارس يواجه تحديات في التعبير الكتابي,moderate
Student_459,459,17,M,98.1,75.6,0,سلوك طبيعي,2024-08-16,0,,الطالب لديه شغف جيدة لكن يفتقر إلى تنظيمًا أكبر لوقته,moderate
Student_460,460,14,F,86.7,74.4,1,سلوك طبيعي,2024-04-10,0,,الدارسة تحاول بجد لكنها تجد تحدي في القراءة الجهرية إلى حد ما,moderate
Student_461,461,15,F,82.0,58.2,1,سلوك طبيعي,2024-01-29,0,,الدارس أحيانًا يتشتت لكنه يحرص على التعلم نوعاً ما,moderate
Student_462,462,16,M,87.2,57.6,0,سلوك طبيعي,2024-04-14,0,,الطالب أحيانًا يتشتت لكنه يحرص على التعلم إلى حد ما,moderate
Student_463,463,14,F,98.9,43.5,0,مشاكل تركيز,2024-04-09,0,,الطالبة تستدعي مساعدة أخرى في فهم الدروس,moderate
Student_464,464,14,F,93.8,60.4,0,سلوك طبيعي,2024-04-26,0,,التلميذة تحتاج مساعدة أخرى في فهم الدروس,moderate
Student_465,465,12,M,63.7,75.2,1,مشاكل تركيز,2024-07-16,0,,الطالبة تفتقد للحافز وتحتاج ملاحظة من الأهل,moderate
Student_466,466,17,F,89.9,76.9,0,مشاكل تركيز,2024-02-20,0,,التلميذة تحتاج عون إضافية في فهم الدروس,moderate
Student_467,467,13,F,90.4,77.4,0,سلوك طبيعي,2024-03-25,0,,الطالب أحيانًا ينشغل لكنه يحرص على التعلم,moderate
Student_468,468,13,M,87.8,65.7,0,مشاكل تركيز,2024-09-10,0,,الطالبة تتأخر في الإجابة وتحتاج إلى تشجيع مستمر,moderate
Student_469,469,16,M,81.9,74.8,0,مشاكل تركيز,2024-09-14,0,,الطالب يبذل جهدًا لكنه يتوتر بسرعة أثناء الاختبارات إلى حد ما,moderate
Student_470,470,13,M,99.9,79.8,0,سلوك طبيعي,2024-01-24,0,,الطالب لديه شغف جيدة إلى حد ما لكن يحتاج تنظيمًا أكبر لوقته,moderate
Student_471,471,15,F,100.0,59.8,2,سلوك طبيعي,2024-05-28,0,,الدارس يبذل جهدًا لكنه يتوتر بسرعة أثناء الاختبارات,moderate
Student_472,472,13,F,66.0,76.5,1,سلوك طبيعي,2024-07-17,0,,الطالبة تفتقر إلى دعمًا إضافيًا لتقوية ثقتها بنفسها,moderate
Student_473,473,16,F,80.0,82.9,2,سلوك طبيعي,2024-05-31,0,,الطالبة تحتاج دعمًا في تطوير مهارات التفكير النقدي نوعاً ما,moderate
Student_474,474,13,M,86.6,69.1,1,مشاكل تركيز,2024-03-16,0,,الطالبة تتطلب وقتًا أطول لاستيعاب بعض المفاهيم,moderate
Student_475,475,15,F,97.5,87.7,0,سلوك طبيعي,2024-06-02,0,,الطفل يتفاعل في الحصة لكنه أحيانًا يتشتت بسرعة نوعاً ما,moderate
Student_476,476,12,F,88.3,69.4,0,مشاكل تركيز,2024-11-26,0,,التلميذة تتردد في الإجابة وتحتاج إلى تشجيع مستمر,moderate
Student_477,477,16,M,81.2,64.7,1,سلوك طبيعي,2024-08-01,0,,التلميذة تتطلب دعمًا في تطوير مهارات التفكير النقدي,moderate
Student_478,478,12,M,95.1,81.7,1,مشاكل تركيز,2024-09-10,0,,الطالب يبذل جهدًا لكنه يتشتت عند مواجهة مسائل جديدة قليلاً,moderate
Student_479,479,12,F,85.9,99.4,0,سلوك طبيعي,2024-11-08,0,,الطالبة تستدعي دعمًا في تطوير مهارات التفكير النقدي,moderate
Student_480,480,12,M,86.8,76.0,0,مشاكل تركيز,2024-10-06,0,,الطالب يحتاج رعاية متوسطة في مادة العلوم,moderate
Student_481,481,14,F,87.7,82.6,0,مشاكل تركيز,2024-05-18,0,,الطالبة تحاول بجد لكنها تجد صعوبة إلى حد ما في القراءة الجهرية,moderate
Student_482,482,17,M,93.7,68.9,1,سلوك طبيعي,2024-01-03,0,,الطالب أحيانًا يتشتت انتباهه لكنه يحرص على التعلم,moderate
Student_483,483,14,M,84.9,60.1,2,سلوك طبيعي,2024-05-08,0,,الطالب يبذل جهدًا لكنه يجد صعوبة قليلاً في حل المسائل المعقدة,moderate
Student_484,484,17,M,94.9,77.0,1,سلوك طبيعي,2024-10-02,0,,الطالبة تستدعي دعمًا إضافيًا لتقوية ثقتها بنفسها,moderate
Student_485,485,12,M,87.3,78.9,0,مشاكل تركيز,2024-11-07,0,,التلميذ أحيانًا يتشتت لكنه يحرص على التعلم,moderate
Student_486,486,16,F,77.3,70.7,0,سلوك طبيعي,2024-12-14,0,,الدارسة تحاول بجد لكنها تجد صعوبة في القراءة الجهرية,moderate
Student_487,487,17,M,87.6,82.6,1,مشاكل تركيز,2024-06-01,0,,الدارس بعض الأوقات يتشتت لكنه يحرص على التعلم إلى حد ما,moderate
Student_488,488,15,F,77.8,67.2,1,سلوك طبيعي,2024-09-29,0,,الطالب أحيانًا يتشتت لكنه يحرص على التعلم إلى حد ما,moderate
Student_489,489,15,F,88.4,64.2,0,سلوك طبيعي,2024-07-18,0,,التلميذة تحاول بجد لكنها تجد صعوبة في القراءة الجهرية,moderate
Student_490,490,13,F,96.3,87.7,2,سلوك طبيعي,2024-08-08,0,,الطالب يبذل جهدًا لكنه يفقد التركيز عند مواجهة مسائل جديدة,moderate
Student_491,491,17,M,77.3,87.8,0,مشاكل تركيز,2024-03-21,0,,الطالبة تحتاج دعمًا في تطوير مهارات التفكير النقدي إلى حد ما,moderate
Student_492,492,16,F,91.6,67.4,1,سلوك طبيعي,2024-03-21,0,,الدارسة تتطلب إلى دعم إضافي في مادة الرياضيات,moderate
Student_493,493,14,F,79.7,95.6,1,سلوك طبيعي,2024-06-08,0,,الطالب يبذل جهدًا لكنه يجد صعوبة قليلاً في حل المسائل المعقدة,moderate
Student_494,494,12,M,90.0,71.6,0,سلوك طبيعي,2024-01-11,0,,الدارسة تحتاج وقتًا أطول لاستيعاب بعض المفاهيم,moderate
Student_495,495,13,M,96.6,76.0,0,سلوك طبيعي,2024-05-02,0,,الطالبة تحتاج إلى دعم إضافي في مادة الحساب نوعاً ما,moderate
Student_496,496,15,F,66.7,74.0,0,سلوك طبيعي,2024-09-04,0,,الطالب لديه دافعية جيدة نوعاً ما لكن يحتاج تنظيمًا أكبر لوقته,moderate
Student_497,497,14,F,76.9,81.3,1,مشاكل تركيز,2024-05-27,0,,الطالب يساهم في الحصة لكنه أحيانًا يتشتت انتباهه بسرعة,moderate
Student_498,498,14,M,84.3,78.3,2,سلوك طبيعي,2024-03-01,0,,الدارسة تحتاج مساعدة إضافية في فهم الدروس,moderate
Student_499,499,12,F,91.2,78.1,1,سلوك طبيعي,2024-06-19,0,,التلميذ يبذل جهدًا لكنه ينشغل عند مواجهة مسائل جديدة,moderate
Student_500,500,17,F,86.3,62.8,0,مشاكل تركيز,2024-02-16,0,,التلميذ يشارك في الحصة لكنه أحيانًا يتشتت بسرعة إلى حد ما,moderate
